id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
EPB41,erythrocyte membrane protein band 4.1,2035,1,28887100,29120041,+
TMEM200B,transmembrane protein 200B,399474,1,29119429,29129138,-
SRSF4,serine and arginine rich splicing factor 4,6429,1,29147743,29181900,-
MECR,mitochondrial trans-2-enoyl-CoA reductase,51102,1,29192657,29230948,-
PTPRU,protein tyrosine phosphatase receptor type U,10076,1,29236522,29326800,+
MATN1,matrilin 1,4146,1,30711277,30723585,-
LAPTM5,lysosomal protein transmembrane 5,7805,1,30732469,30757840,-
SDC3,syndecan 3,9672,1,30869466,30909735,-
PUM1,pumilio RNA binding family member 1,9698,1,30931506,31065717,-
NKAIN1,sodium/potassium transporting ATPase interacting 1,79570,1,31179745,31239887,-
SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,9410,1,31259568,31296788,-
ZCCHC17,zinc finger CCHC-type containing 17,51538,1,31297032,31365722,+
FABP3,fatty acid binding protein 3,2170,1,31359595,31373618,-
SERINC2,serine incorporator 2,347735,1,31409777,31434678,+
TINAGL1,tubulointerstitial nephritis antigen like 1,64129,1,31576384,31587686,+
HCRTR1,hypocretin receptor 1,3061,1,31617689,31632518,+
PEF1,penta-EF-hand domain containing 1,553115,1,31629866,31644876,-
COL16A1,collagen type XVI alpha 1 chain,1307,1,31652263,31704162,-
ADGRB2,adhesion G protein-coupled receptor B2,576,1,31727105,31764340,-
SPOCD1,SPOC domain containing 1,90853,1,31790422,31816022,-
PTP4A2,protein tyrosine phosphatase 4A2,8073,1,31906421,31938368,-
KHDRBS1,KH RNA binding domain containing-2C signal transduction associated 1,10657,1,32013868,32060850,+
TMEM39B,transmembrane protein 39B,55116,1,32072031,32102866,+
KPNA6,karyopherin subunit alpha 6,23633,1,32108043,32176563,+
TXLNA,taxilin alpha,200081,1,32179669,32198285,+
CCDC28B,coiled-coil domain containing 28B,79140,1,32200595,32205387,+
TMEM234,transmembrane protein 234,56063,1,32204807,32222353,-
IQCC,IQ motif containing C,55721,1,32205671,32208682,+
DCDC2B,doublecortin domain containing 2B,149069,1,32208813,32216192,+
EIF3I,eukaryotic translation initiation factor 3 subunit I,8668,1,32221944,32236170,+
FAM167B,family with sequence similarity 167 member B,84734,1,32247222,32248856,+
LCK,LCK proto-oncogene-2C Src family tyrosine kinase,3932,1,32251265,32286165,+
HDAC1,histone deacetylase 1,3065,1,32292083,32333628,+
MARCKSL1,MARCKS like 1,65108,1,32333839,32336233,-
TSSK3,testis specific serine kinase 3,81629,1,32352720,32365265,+
FAM229A,family with sequence similarity 229 member A,100128071,1,32361270,32362485,-
BSDC1,BSD domain containing 1,55108,1,32364633,32394441,-
ZBTB8B,zinc finger and BTB domain containing 8B,728116,1,32465072,32496686,+
ZBTB8A,zinc finger and BTB domain containing 8A,653121,1,32539427,32605941,+
ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand,339487,1,32620818,32651008,-
RBBP4,RB binding protein 4-2C chromatin remodeling factor,5928,1,32651208,32686211,+
SYNC,syncoilin-2C intermediate filament protein,81493,1,32679906,32703596,-
KIAA1522,KIAA1522,57648,1,32741830,32774970,+
YARS1,tyrosyl-tRNA synthetase 1,8565,1,32775238,32817385,-
S100PBP,S100P binding protein,64766,1,32816767,32858879,+
FNDC5,fibronectin type III domain containing 5,252995,1,32862268,32872484,-
HPCA,hippocalcin,3208,1,32885965,32894646,+
TMEM54,transmembrane protein 54,113452,1,32894595,32901389,-
RNF19B,ring finger protein 19B,127544,1,32932498,32965266,-
AK2,adenylate kinase 2,204,1,33007940,33036883,-
AZIN2,antizyme inhibitor 2,113451,1,33081152,33162288,+
TRIM62,tripartite motif containing 62,55223,1,33145399,33184774,-
ZNF362,zinc finger protein 362,149076,1,33256307,33300719,+
A3GALT2,alpha 1-2C3-galactosyltransferase 2,127550,1,33306766,33321098,-
PHC2,polyhomeotic homolog 2,1912,1,33323626,33431095,-
ZSCAN20,zinc finger and SCAN domain containing 20,7579,1,33472591,33504253,+
CSMD2,CUB and Sushi multiple domains 2,114784,1,33513998,34165842,-
HMGB4,high mobility group box 4,127540,1,33860475,33864791,+
GJB5,gap junction protein beta 5,2709,1,34754777,34758513,+
GJB4,gap junction protein beta 4,127534,1,34759740,34762327,+
GJB3,gap junction protein beta 3,2707,1,34781214,34786364,+
GJA4,gap junction protein alpha 4,2701,1,34792958,34795747,+
SMIM12,small integral membrane protein 12,113444,1,34850362,34859749,-
DLGAP3,DLG associated protein 3,58512,1,34862120,34929650,-
TMEM35B,transmembrane protein 35B,100506144,1,34981380,34985347,-
ZMYM6,zinc finger MYM-type containing 6,9204,1,34986165,35031945,-
ZMYM1,zinc finger MYM-type containing 1,79830,1,35059786,35116458,+
SFPQ,splicing factor proline and glutamine rich,6421,1,35176380,35193174,-
ZMYM4,zinc finger MYM-type containing 4,9202,1,35268694,35422058,+
KIAA0319L,KIAA0319 like,79932,1,35433490,35557603,-
NCDN,neurochondrin,23154,1,35557799,35566779,+
TFAP2E,transcription factor AP-2 epsilon,339488,1,35568739,35595591,+
PSMB2,proteasome 20S subunit beta 2,5690,1,35599541,35641526,-
CLSPN,claspin,63967,1,35720213,35769978,-
AGO4,argonaute RISC component 4,192670,1,35807630,35857890,+
AGO1,argonaute RISC component 1,26523,1,35869761,35930532,+
AGO3,argonaute RISC catalytic component 3,192669,1,35925683,36072500,+
TEKT2,tektin 2,27285,1,36084094,36088275,+
ADPRS,ADP-ribosylserine hydrolase,54936,1,36088885,36093932,+
COL8A2,collagen type VIII alpha 2 chain,1296,1,36095239,36126207,-
TRAPPC3,trafficking protein particle complex subunit 3,27095,1,36136572,36156053,-
MAP7D1,MAP7 domain containing 1,55700,1,36156160,36180849,+
THRAP3,thyroid hormone receptor associated protein 3,9967,1,36224429,36305357,+
SH3D21,SH3 domain containing 21,79729,1,36306348,36329221,+
EVA1B,eva-1 homolog B,55194,1,36322030,36324154,-
STK40,serine/threonine kinase 40,83931,1,36339628,36385924,-
LSM10,LSM10-2C U7 small nuclear RNA associated,84967,1,36393436,36397908,-
OSCP1,organic solute carrier partner 1,127700,1,36417906,36450485,-
MRPS15,mitochondrial ribosomal protein S15,64960,1,36455718,36464384,-
CSF3R,colony stimulating factor 3 receptor,1441,1,36466043,36483314,-
GRIK3,glutamate ionotropic receptor kainate type subunit 3,2899,1,36795527,37034515,-
ZC3H12A,zinc finger CCCH-type containing 12A,80149,1,37474518,37484377,+
MEAF6,MYST/Esa1 associated factor 6,64769,1,37489993,37514766,-
SNIP1,Smad nuclear interacting protein 1,79753,1,37534449,37554293,-
DNALI1,dynein axonemal light intermediate chain 1,7802,1,37556940,37566857,+
GNL2,G protein nucleolar 2,29889,1,37566816,37595937,-
RSPO1,R-spondin 1,284654,1,37611350,37634906,-
CDCA8,cell division cycle associated 8,55143,1,37692516,37709719,+
EPHA10,EPH receptor A10,284656,1,37713888,37765120,-
MANEAL,mannosidase endo-alpha like,149175,1,37793816,37801133,+
YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,79693,1,37802945,37808208,-
MTF1,metal regulatory transcription factor 1,4520,1,37809570,37859614,-
INPP5B,inositol polyphosphate-5-phosphatase B,3633,1,37860697,37947095,-
SF3A3,splicing factor 3a subunit 3,10946,1,37956975,37990022,-
FHL3,four and a half LIM domains 3,2275,1,37996770,38005514,-
UTP11,UTP11 small subunit processome component,51118,1,38012716,38024820,+
POU3F1,POU class 3 homeobox 1,5453,1,38043829,38046793,-
RRAGC,Ras related GTP binding C,64121,1,38838198,38859772,-
MYCBP,MYC binding protein,26292,1,38862490,38873378,-
GJA9,gap junction protein alpha 9,81025,1,38874069,38881587,-
RHBDL2,rhomboid like 2,54933,1,38885807,38941830,-
AKIRIN1,akirin 1,79647,1,38991276,39006059,+
NDUFS5,"NADH:ubiquinone oxidoreductase subunit S5",4725,1,39026350,39034615,+
MACF1,microtubule actin crosslinking factor 1,23499,1,39084167,39487138,+
BMP8A,bone morphogenetic protein 8a,353500,1,39491626,39529869,+
PABPC4,poly(A) binding protein cytoplasmic 4,8761,1,39560816,39576790,-
HEYL,hes related family bHLH transcription factor with YRPW motif like,26508,1,39623435,39639643,-
NT5C1A,5'-nucleotidase-2C cytosolic IA,84618,1,39651229,39672107,-
HPCAL4,hippocalcin like 4,51440,1,39678648,39691433,-
PPIE,peptidylprolyl isomerase E,10450,1,39738845,39765698,+
BMP8B,bone morphogenetic protein 8b,656,1,39757182,39788865,-
OXCT2,3-oxoacid CoA-transferase 2,64064,1,39769523,39771348,-
TRIT1,tRNA isopentenyltransferase 1,54802,1,39838110,39883511,-
MYCL,MYCL proto-oncogene-2C bHLH transcription factor,4610,1,39895428,39901917,-
MFSD2A,major facilitator superfamily domain containing 2A,84879,1,39955145,39969956,+
CAP1,cyclase associated actin cytoskeleton regulatory protein 1,10487,1,40040240,40072648,+
PPT1,palmitoyl-protein thioesterase 1,5538,1,40071461,40097252,-
RLF,RLF zinc finger,6018,1,40161387,40240921,+
TMCO2,transmembrane and coiled-coil domains 2,127391,1,40247937,40251684,+
ZMPSTE24,zinc metallopeptidase STE24,10269,1,40258078,40294180,+
COL9A2,collagen type IX alpha 2 chain,1298,1,40300487,40317653,-
SMAP2,small ArfGAP2,64744,1,40373672,40423326,+
ZFP69B,ZFP69 zinc finger protein B,65243,1,40450064,40466765,+
ZFP69,ZFP69 zinc finger protein,339559,1,40477220,40496343,+
EXO5,exonuclease 5,64789,1,40508741,40516050,+
ZNF684,zinc finger protein 684,127396,1,40531637,40548167,+
RIMS3,regulating synaptic membrane exocytosis 3,9783,1,40620680,40692104,-
NFYC,nuclear transcription factor Y subunit gamma,4802,1,40691699,40771603,+
KCNQ4,potassium voltage-gated channel subfamily Q member 4,9132,1,40783787,40840457,+
CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,163732,1,40861054,40862363,-
CTPS1,CTP synthase 1,1503,1,40979696,41012565,+
SLFNL1,schlafen like 1,200172,1,41015597,41024704,-
SCMH1,Scm polycomb group protein homolog 1,22955,1,41027202,41242306,-
FOXO6,forkhead box O6,100132074,1,41361434,41383590,+
EDN2,endothelin 2,1907,1,41478775,41484699,-
HIVEP3,HIVEP zinc finger 3,59269,1,41506365,42035934,-
GUCA2B,guanylate cyclase activator 2B,2981,1,42153410,42155820,+
GUCA2A,guanylate cyclase activator 2A,2980,1,42162690,42164745,-
FOXJ3,forkhead box J3,22887,1,42176539,42336805,-
RIMKLA,ribosomal modification protein rimK like family member A,284716,1,42380792,42425813,+
ZMYND12,zinc finger MYND-type containing 12,84217,1,42430329,42456022,-
CCDC30,coiled-coil domain containing 30,728621,1,42456107,42657190,+
PPCS,phosphopantothenoylcysteine synthetase,79717,1,42456341,42473417,+
PPIH,peptidylprolyl isomerase H,10465,1,42657770,42681654,+
YBX1,Y-box binding protein 1,4904,1,42682418,42703805,+
CLDN19,claudin 19,149461,1,42733093,42740236,-
P3H1,prolyl 3-hydroxylase 1,64175,1,42746374,42767028,-
TMEM269,transmembrane protein 269,100129924,1,42784991,42800827,+
SVBP,small vasohibin binding protein,374969,1,42807052,42817397,-
ERMAP,erythroblast membrane associated protein (Scianna blood group),114625,1,42817122,42844991,+
ZNF691,zinc finger protein 691,51058,1,42846563,42852477,+
SLC2A1,solute carrier family 2 member 1,6513,1,42925353,42958868,-
FAM183A,family with sequence similarity 183 member A,440585,1,43142959,43156396,+
EBNA1BP2,EBNA1 binding protein 2,10969,1,43164174,43172570,-
CFAP57,cilia and flagella associated protein 57,149465,1,43172330,43254358,+
TMEM125,transmembrane protein 125,128218,1,43269865,43274002,+
TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,7075,1,43300954,43323108,+
MPL,MPL proto-oncogene-2C thrombopoietin receptor,4352,1,43336875,43354466,+
CDC20,cell division cycle 20,991,1,43358981,43363203,+
ELOVL1,ELOVL fatty acid elongase 1,64834,1,43363401,43368011,-
MED8,mediator complex subunit 8,112950,1,43383917,43389800,-
SZT2,SZT2 subunit of KICSTOR complex,23334,1,43389884,43454247,+
HYI,hydroxypyruvate isomerase (putative),81888,1,43450607,43454241,-
PTPRF,protein tyrosine phosphatase receptor type F,5792,1,43522238,43623666,+
KDM4A,lysine demethylase 4A,9682,1,43650149,43705518,+
ST3GAL3,ST3 beta-galactoside alpha-2-2C3-sialyltransferase 3,6487,1,43707465,43931164,+
ARTN,artemin,9048,1,43933801,43937240,+
IPO13,importin 13,9670,1,43946852,43968022,+
DPH2,diphthamide biosynthesis 2,1802,1,43969997,43973369,+
ATP6V0B,ATPase H+ transporting V0 subunit b,533,1,43974960,43978295,+
B4GALT2,beta-1-2C4-galactosyltransferase 2,8704,1,43979210,43991171,+
CCDC24,coiled-coil domain containing 24,149473,1,43991599,43996528,+
SLC6A9,solute carrier family 6 member 9,6536,1,43996483,44031462,-
KLF17,Kruppel like factor 17,128209,1,44043927,44135140,+
KLF18,Kruppel like factor 18,105378952,1,44137821,44141631,-
DMAP1,DNA methyltransferase 1 associated protein 1,55929,1,44213471,44220673,+
ERI3,ERI1 exoribonuclease family member 3,79033,1,44221070,44355298,-
RNF220,ring finger protein 220,55182,1,44405160,44651724,+
TMEM53,transmembrane protein 53,79639,1,44653247,44674481,-
ARMH1,armadillo like helical domain containing 1,339541,1,44674696,44725591,+
KIF2C,kinesin family member 2C,11004,1,44739704,44767767,+
RPS8,ribosomal protein S8,6202,1,44775540,44778779,+
BEST4,bestrophin 4,266675,1,44782145,44792828,-
PLK3,polo like kinase 3,1263,1,44799952,44805995,+
DYNLT4,dynein light chain Tctex-type 4,343521,1,44805893,44807351,-
BTBD19,BTB domain containing 19,149478,1,44807442,44815585,+
PTCH2,patched 2,8643,1,44819845,44843253,-
EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,8891,1,44850522,44986641,-
HECTD3,HECT domain E3 ubiquitin protein ligase 3,79654,1,45002547,45011324,-
UROD,uroporphyrinogen decarboxylase,7389,1,45012254,45015575,+
ZSWIM5,zinc finger SWIM-type containing 5,57643,1,45016399,45206605,-
HPDL,4-hydroxyphenylpyruvate dioxygenase like,84842,1,45326895,45328710,+
MUTYH,mutY DNA glycosylase,4595,1,45329242,45340447,-
TOE1,target of EGR1-2C exonuclease,114034,1,45339751,45343973,+
TESK2,testis associated actin remodelling kinase 2,10420,1,45343883,45491163,-
CCDC163,coiled-coil domain containing 163,126661,1,45493863,45500111,-
MMACHC,metabolism of cobalamin associated C,25974,1,45500229,45513382,+
PRDX1,peroxiredoxin 1,5052,1,45511051,45522890,-
AKR1A1,aldo-keto reductase family 1 member A1,10327,1,45550779,45570051,+
"NASP",nuclear autoantigenic sperm protein,4678,1,45584041,45618893,+
CCDC17,coiled-coil domain containing 17,149483,1,45620044,45624787,-
GPBP1L1,GC-rich promoter binding protein 1 like 1,60313,1,45627304,45688110,-
TMEM69,transmembrane protein 69,51249,1,45688181,45694438,+
IPP,intracisternal A particle-promoted polypeptide,3652,1,45694324,45750805,-
MAST2,microtubule associated serine/threonine kinase 2,23139,1,45786992,46036124,+
P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough,110117499,1,46040140,46176488,-
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,8503,1,46040140,46174901,-
TSPAN1,tetraspanin 1,10103,1,46175087,46196489,+
P3R3URF,PIK3R3 upstream open reading frame,110117498,1,46175486,46176488,-
POMGNT1,protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1-2C2-),55624,1,46188683,46220305,-
LURAP1,leucine rich adaptor protein 1,541468,1,46203334,46221256,+
RAD54L,RAD54 like,8438,1,46247688,46278477,+
LRRC41,leucine rich repeat containing 41,10489,1,46277462,46303616,-
UQCRH,ubiquinol-cytochrome c reductase hinge protein,7388,1,46303698,46316776,+
NSUN4,NOP2/Sun RNA methyltransferase 4,387338,1,46340807,46385199,+
FAAH,fatty acid amide hydrolase,2166,1,46394317,46413845,+
DMBX1,diencephalon/mesencephalon homeobox 1,127343,1,46489836,46516216,+
TMEM275,transmembrane protein 275,105378696,1,46532166,46535515,-
KNCN,kinocilin,148930,1,46545641,46551647,-
MKNK1,MAPK interacting serine/threonine kinase 1,8569,1,46557407,46604311,-
MOB3C,MOB kinase activator 3C,148932,1,46607719,46616811,-
ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,64756,1,46632737,46668557,-
TEX38,testis expressed 38,374973,1,46668886,46673601,+
EFCAB14,EF-hand calcium binding domain 14,9813,1,46675159,46719114,-
CYP4B1,cytochrome P450 family 4 subfamily B member 1,1580,1,46799046,46819413,+
CYP4A11,cytochrome P450 family 4 subfamily A member 11,1579,1,46929177,46941476,-
CYP4X1,cytochrome P450 family 4 subfamily X member 1,260293,1,46961364,47055432,+
CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,199974,1,47055525,47118320,+
CYP4A22,cytochrome P450 family 4 subfamily A member 22,284541,1,47137441,47149738,+
PDZK1IP1,PDZK1 interacting protein 1,10158,1,47183582,47190036,-
TAL1,TAL bHLH transcription factor 1-2C erythroid differentiation factor,6886,1,47216290,47232389,-
STIL,STIL centriolar assembly protein,6491,1,47250139,47314896,-
CMPK1,cytidine/uridine monophosphate kinase 1,51727,1,47333790,47378839,+
FOXE3,forkhead box E3,2301,1,47416285,47418052,+
FOXD2,forkhead box D2,2306,1,47438044,47440691,+
TRABD2B,TraB domain containing 2B,388630,1,47760528,47997385,-
SLC5A9,solute carrier family 5 member 9,200010,1,48221113,48248644,+
SPATA6,spermatogenesis associated 6,54558,1,48258643,48472204,-
AGBL4,AGBL carboxypeptidase 4,84871,1,48520157,50023954,-
BEND5,BEN domain containing 5,79656,1,48727519,48777489,-
ELAVL4,ELAV like RNA binding protein 4,1996,1,50048055,50203772,+
DMRTA2,DMRT like family A2,63950,1,50417550,50423443,-
FAF1,Fas associated factor 1,11124,1,50437028,50960267,-
CDKN2C,cyclin dependent kinase inhibitor 2C,1031,1,50968706,50974634,+
RNF11,ring finger protein 11,26994,1,51236273,51273447,+
TTC39A,tetratricopeptide repeat domain 39A,22996,1,51287258,51345116,-
EPS15,epidermal growth factor receptor pathway substrate 15,2060,1,51354263,51519275,-
OSBPL9,oxysterol binding protein like 9,114883,1,51617084,51789219,+
NRDC,nardilysin convertase,4898,1,51789210,51878727,-
RAB3B,RAB3B-2C member RAS oncogene family,5865,1,51907956,51990700,-
TXNDC12,thioredoxin domain containing 12,51060,1,52020131,52056171,-
KTI12,KTI12 chromatin associated homolog,112970,1,52032103,52033810,-
BTF3L4,basic transcription factor 3 like 4,91408,1,52056295,52090716,+
ZFYVE9,zinc finger FYVE-type containing 9,9372,1,52142001,52348664,+
CC2D1B,coiled-coil and C2 domain containing 1B,200014,1,52350597,52366205,-
ORC1,origin recognition complex subunit 1,4998,1,52372829,52404446,-
PRPF38A,pre-mRNA processing factor 38A,84950,1,52404602,52420836,+
TUT4,terminal uridylyl transferase 4,23318,1,52423275,52553463,-
GPX7,glutathione peroxidase 7,2882,1,52602371,52609051,+
SHISAL2A,shisa like 2A,348378,1,52631438,52669683,+
COA7,cytochrome c oxidase assembly factor 7,65260,1,52684449,52698347,-
ZYG11B,zyg-11 family member B-2C cell cycle regulator,79699,1,52726453,52827336,+
ZYG11A,zyg-11 family member A-2C cell cycle regulator,440590,1,52842736,52894998,+
ECHDC2,enoyl-CoA hydratase domain containing 2,55268,1,52895910,52927212,-
SCP2,sterol carrier protein 2,6342,1,52927276,53051698,+
PODN,podocan,127435,1,53062198,53085502,+
SLC1A7,solute carrier family 1 member 7,6512,1,53087183,53142638,-
CPT2,carnitine palmitoyltransferase 2,1376,1,53196824,53214197,+
CZIB,CXXC motif containing zinc binding protein,54987,1,53214099,53220634,-
MAGOH,mago homolog-2C exon junction complex subunit,4116,1,53226900,53238518,-
